Write,0.01311802864074707,186,weight
Write,0.013247013092041016,192,bias
Write,0.1695261001586914,2874,weight
Write,0.169691801071167,2881,bias
Write,0.5920059680938721,9792,weight
Write,0.592275857925415,9795,bias
Write,1.2301220893859863,19011,weight
Write,1.2302708625793457,19014,bias
Write,1.6551768779754639,25157,weight
Write,1.6553270816802979,25160,bias
Write,1.6589679718017578,25162,output feature map
Read,1.6612317562103271,25162,input feature map
Read,1.6616549491882324,0,weight
Read,1.6617310047149658,192,bias
Read,1.6620779037475586,0,weight
Read,1.6650738716125488,192,bias
Read,1.6656477451324463,6,weight
Read,1.6661078929901123,192,bias
Read,1.6664769649505615,12,weight
Read,1.6668028831481934,192,bias
Read,1.6673829555511475,18,weight
Read,1.66798996925354,192,bias
Read,1.668684959411621,24,weight
Read,1.669097900390625,192,bias
Read,1.6694841384887695,30,weight
Read,1.6698369979858398,192,bias
Read,1.670201063156128,36,weight
Read,1.6705317497253418,192,bias
Read,1.6708941459655762,42,weight
Read,1.671213150024414,192,bias
Read,1.6716079711914062,48,weight
Read,1.6719517707824707,192,bias
Read,1.672318935394287,54,weight
Read,1.6726939678192139,192,bias
Read,1.6735060214996338,60,weight
Read,1.6740028858184814,192,bias
Read,1.6748249530792236,66,weight
Read,1.6755688190460205,192,bias
Read,1.6762938499450684,72,weight
Read,1.6769227981567383,192,bias
Read,1.6776230335235596,78,weight
Read,1.678175926208496,192,bias
Read,1.6785850524902344,84,weight
Read,1.6792478561401367,192,bias
Read,1.6797809600830078,90,weight
Read,1.6801941394805908,192,bias
Read,1.6805639266967773,96,weight
Read,1.6809091567993164,192,bias
Read,1.6812820434570312,102,weight
Read,1.6816389560699463,192,bias
Read,1.682020902633667,108,weight
Read,1.6824369430541992,192,bias
Read,1.6828179359436035,114,weight
Read,1.6831459999084473,192,bias
Read,1.6835157871246338,120,weight
Read,1.683938980102539,192,bias
Read,1.6843879222869873,126,weight
Read,1.6847801208496094,192,bias
Read,1.685349941253662,132,weight
Read,1.6859829425811768,192,bias
Read,1.686697006225586,138,weight
Read,1.6873469352722168,192,bias
Read,1.6880090236663818,144,weight
Read,1.6886558532714844,192,bias
Read,1.6893529891967773,150,weight
Read,1.6901309490203857,192,bias
Read,1.6907520294189453,156,weight
Read,1.69120192527771,192,bias
Read,1.6916139125823975,162,weight
Read,1.6920549869537354,192,bias
Read,1.6929290294647217,168,weight
Read,1.6935060024261475,192,bias
Read,1.6939971446990967,174,weight
Read,1.6945199966430664,192,bias
Read,1.6950409412384033,180,weight
Read,1.69551682472229,192,bias
Read,1.6959078311920166,186,weight
Write,1.6984961032867432,25162,output feature map
Read,1.7003300189971924,25162,input feature map
Write,1.7022829055786133,25162,output feature map
Read,1.704003095626831,25162,input feature map
Write,1.7046709060668945,25162,output feature map
Read,1.7053871154785156,25162,input feature map
Read,1.7060749530792236,193,weight
Read,1.7062368392944336,2881,bias
Read,1.7069430351257324,193,weight
Read,1.7086248397827148,200,weight
Read,1.7092580795288086,207,weight
Read,1.7098009586334229,214,weight
Read,1.7101459503173828,2881,bias
Read,1.7105679512023926,221,weight
Read,1.7110888957977295,228,weight
Read,1.711634874343872,235,weight
Read,1.71217679977417,242,weight
Read,1.712536096572876,2881,bias
Read,1.7129428386688232,249,weight
Read,1.7134649753570557,256,weight
Read,1.7139909267425537,263,weight
Read,1.7145140171051025,270,weight
Read,1.7148537635803223,2881,bias
Read,1.7152619361877441,277,weight
Read,1.7157807350158691,284,weight
Read,1.7163047790527344,291,weight
Read,1.7168288230895996,298,weight
Read,1.7172150611877441,2881,bias
Read,1.717622995376587,305,weight
Read,1.7182300090789795,312,weight
Read,1.7193880081176758,319,weight
Read,1.7202160358428955,326,weight
Read,1.7208549976348877,2881,bias
Read,1.721648931503296,333,weight
Read,1.7226591110229492,340,weight
Read,1.7234067916870117,347,weight
Read,1.724503993988037,354,weight
Read,1.7250680923461914,2881,bias
Read,1.725733995437622,361,weight
Read,1.7263028621673584,368,weight
Read,1.7268998622894287,375,weight
Read,1.7274518013000488,382,weight
Read,1.7278211116790771,2881,bias
Read,1.7282288074493408,389,weight
Read,1.7288198471069336,396,weight
Read,1.7293729782104492,403,weight
Read,1.729895830154419,410,weight
Read,1.7302379608154297,2881,bias
Read,1.7306318283081055,417,weight
Read,1.7311317920684814,424,weight
Read,1.7316489219665527,431,weight
Read,1.7321648597717285,438,weight
Read,1.732494831085205,2881,bias
Read,1.73288893699646,445,weight
Read,1.733389139175415,452,weight
Read,1.733912706375122,459,weight
Read,1.7344069480895996,466,weight
Read,1.7347209453582764,2881,bias
Read,1.735097885131836,473,weight
Read,1.735581874847412,480,weight
Read,1.7360739707946777,487,weight
Read,1.7365648746490479,494,weight
Read,1.736879825592041,2881,bias
Read,1.7372610569000244,501,weight
Read,1.7377569675445557,508,weight
Read,1.7382640838623047,515,weight
Read,1.7389509677886963,522,weight
Read,1.739344835281372,2881,bias
Read,1.739806890487671,529,weight
Read,1.7407307624816895,536,weight
Read,1.7418498992919922,543,weight
Read,1.7427289485931396,550,weight
Read,1.7434329986572266,2881,bias
Read,1.7442128658294678,557,weight
Read,1.7449510097503662,564,weight
Read,1.7454757690429688,571,weight
Read,1.7460248470306396,578,weight
Read,1.7463901042938232,2881,bias
Read,1.746772050857544,585,weight
Read,1.7472620010375977,592,weight
Read,1.7477607727050781,599,weight
Read,1.748255968093872,606,weight
Read,1.7485640048980713,2881,bias
Read,1.7489311695098877,613,weight
Read,1.749403953552246,620,weight
Read,1.7500848770141602,627,weight
Read,1.7506039142608643,634,weight
Read,1.7509288787841797,2881,bias
Read,1.751297950744629,641,weight
Read,1.7517640590667725,648,weight
Read,1.752243995666504,655,weight
Read,1.7527360916137695,662,weight
Read,1.7530479431152344,2881,bias
Read,1.7534170150756836,669,weight
Read,1.7538859844207764,676,weight
Read,1.754363775253296,683,weight
Read,1.754925012588501,690,weight
Read,1.755335807800293,2881,bias
Read,1.7557709217071533,697,weight
Read,1.7569169998168945,704,weight
Read,1.7578139305114746,711,weight
Read,1.7586801052093506,718,weight
Read,1.759093999862671,2881,bias
Read,1.7595551013946533,725,weight
Read,1.7601101398468018,732,weight
Read,1.7606239318847656,739,weight
Read,1.7611088752746582,746,weight
Read,1.7614359855651855,2881,bias
Read,1.76180100440979,753,weight
Read,1.7622709274291992,760,weight
Read,1.7627489566802979,767,weight
Read,1.7632269859313965,774,weight
Read,1.7635340690612793,2881,bias
Read,1.7639009952545166,781,weight
Read,1.7643678188323975,788,weight
Read,1.7648608684539795,795,weight
Read,1.7653419971466064,802,weight
Read,1.765650987625122,2881,bias
Read,1.7660160064697266,809,weight
Read,1.7664849758148193,816,weight
Read,1.7669618129730225,823,weight
Read,1.7674570083618164,830,weight
Read,1.767770767211914,2881,bias
Read,1.7681360244750977,837,weight
Read,1.7686049938201904,844,weight
Read,1.769212007522583,851,weight
Read,1.7697868347167969,858,weight
Read,1.7701199054718018,2881,bias
Read,1.7704880237579346,865,weight
Read,1.7709581851959229,872,weight
Read,1.7714719772338867,879,weight
Read,1.7720649242401123,886,weight
Read,1.7724800109863281,2881,bias
Read,1.7732348442077637,893,weight
Read,1.774275779724121,900,weight
Read,1.7748799324035645,907,weight
Read,1.7755298614501953,914,weight
Read,1.7758920192718506,2881,bias
Read,1.7762649059295654,921,weight
Read,1.7767689228057861,928,weight
Read,1.777277946472168,935,weight
Read,1.7777619361877441,942,weight
Read,1.7780790328979492,2881,bias
